id	taxonID	scientificName	kingdom	phylum	class	order	family
4517923	4517923	Cryptophlebs kerteszi	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1034242	1034242	Cryptopleurum minutum	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae
1034244	1034244	Cryptopleurum subtile	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae
1194505	1194505	Cryptorhynchus lapathi	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae
8194673	8194673	Crypturgus pusillus	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae
1304867	1304867	Cryptus viduatorius	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae
1785361	1785361	Ctenoplusia accentifera	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1785329	1785329	Ctenoplusia limbirena	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4427406	4427406	Ctesias serra	Animalia	Arthropoda	Insecta	Coleoptera	Dermestidae
4451511	4451511	Cucujus cinnaberinus	Animalia	Arthropoda	Insecta	Coleoptera	Cucujidae
5109599	5109599	Cucullia absinthii	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5109595	5109595	Cucullia artemisiae	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5109614	5109614	Cucullia asteris	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5109498	5109498	Cucullia chamomillae	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5109552	5109552	Cucullia gnaphalii	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5109722	5109722	Cucullia lactucae	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5109506	5109506	Cucullia lucifuga	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5109480	5109480	Cucullia lychnitis	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5109686	5109686	Cucullia tanaceti	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5109523	5109523	Cucullia umbratica	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5109661	5109661	Cucullia verbasci	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1926260	1926260	Cupido minimus	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae
5010466	5010466	Curculio elephas	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae
8206632	8206632	Curculio nucum	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae
4456501	4456501	Curtimorda maculosa	Animalia	Arthropoda	Insecta	Coleoptera	Mordellidae
5139156	5139156	Cyaniris semiargus	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae
1804906	1804906	Cybosia mesomella	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae
4452691	4452691	Cychramus luteus	Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae
4452689	4452689	Cychramus variegatus	Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae
7486552	7486552	Cychrus attenuatus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5753612	5753612	Cychrus caraboides	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5149746	5149746	Cyclophora albipunctata	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5149768	5149768	Cyclophora annularia	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
7443518	7443518	Cyclophora linearia	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5149704	5149704	Cyclophora pendularia	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5149659	5149659	Cyclophora porata	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5149665	5149665	Cyclophora punctaria	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5149787	5149787	Cyclophora puppillaria	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5149820	5149820	Cyclophora quercimontaria	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5149784	5149784	Cyclophora ruficiliaria	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
2158202	2158202	Cyclosa conica	Animalia	Arthropoda	Arachnida	Araneae	Araneidae
2158180	2158180	Cyclosa oculata	Animalia	Arthropoda	Arachnida	Araneae	Araneidae
2078815	2078815	Cydnus aterrimus	Animalia	Arthropoda	Insecta	Hemiptera	Cydnidae
6097900	6097900	Cylindera germanica	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
6097901	6097901	Cylindera trisignata	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
2208749	2208749	Cylisticus convexus	Animalia	Arthropoda	Malacostraca	Isopoda	Cylisticidae
4488006	4488006	Cyllecoris histrionius	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
1952130	1952130	Cymatophorina diluta	Animalia	Arthropoda	Insecta	Lepidoptera	Drepanidae
5757120	5757120	Cymindis axillaris	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5757141	5757141	Cymindis humeralis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
9587093	9587093	Cymindis macularis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5757155	5757155	Cymindis vaporariorum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4486811	4486811	Cymus aurescens	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae
9675934	9675934	Cymus claviculus	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae
4486808	4486808	Cymus glandicolor	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae
4486809	4486809	Cymus melanocephalus	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae
4452265	4452265	Cynegetis impunctata	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae
5874879	5874879	Cypha longicornis	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae
6097492	6097492	Cypha pulicaria	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae
6097485	6097485	Cypha tarsalis	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae
6097482	6097482	Cyphea curtula	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae
5007549	5007549	Cyphon padi	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae
5007534	5007534	Cyphon variabilis	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae
6096805	6096805	Cyphostethus tristriatus	Animalia	Arthropoda	Insecta	Hemiptera	Acanthosomatidae
1660466	1660466	Cyrtopogon lateralis	Animalia	Arthropoda	Insecta	Diptera	Asilidae
4450482	4450482	Dacne bipustulata	Animalia	Arthropoda	Insecta	Coleoptera	Erotylidae
4450470	4450470	Dacne rufifrons	Animalia	Arthropoda	Insecta	Coleoptera	Erotylidae
1862401	1862401	Daphnis nerii	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae
5744968	5744968	Dascillus cervinus	Animalia	Arthropoda	Insecta	Coleoptera	Dascillidae
1345858	1345858	Dasypoda hirtipes	Animalia	Arthropoda	Insecta	Hymenoptera	Melittidae
1663581	1663581	Dasypogon diadema	Animalia	Arthropoda	Insecta	Diptera	Asilidae
1769057	1769057	Dasypolia templi	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1542111	1542111	Dasysyrphus albostriatus	Animalia	Arthropoda	Insecta	Diptera	Syrphidae
1542087	1542087	Dasysyrphus pauxillus	Animalia	Arthropoda	Insecta	Diptera	Syrphidae
1542077	1542077	Dasysyrphus pinastri	Animalia	Arthropoda	Insecta	Diptera	Syrphidae
1542069	1542069	Dasysyrphus tricinctus	Animalia	Arthropoda	Insecta	Diptera	Syrphidae
1542093	1542093	Dasysyrphus venustus	Animalia	Arthropoda	Insecta	Diptera	Syrphidae
4449953	4449953	Dasytes aeratus	Animalia	Arthropoda	Insecta	Coleoptera	Melyridae
4449906	4449906	Dasytes niger	Animalia	Arthropoda	Insecta	Coleoptera	Dasytidae
4449948	4449948	Dasytes plumbeus	Animalia	Arthropoda	Insecta	Coleoptera	Melyridae
4449929	4449929	Dasytes virens	Animalia	Arthropoda	Insecta	Coleoptera	Melyridae
1690685	1690685	Decticus verrucivorus	Animalia	Arthropoda	Insecta	Orthoptera	Tettigoniidae
1864377	1864377	Deilephila elpenor	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae
1864358	1864358	Deilephila porcellus	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae
1978821	1978821	Deileptenia ribeata	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
2055904	2055904	Delphacinus mesomelas	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae
5759307	5759307	Delphacodes venosus	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae
5154811	5154811	Deltocephalus pulicaris	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
1785286	1785286	Deltote bankiana	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4532888	4532888	Deltote deceptoria	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4532890	4532890	Deltote pygarga	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4532886	4532886	Deltote uncula	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5757310	5757310	Demetrias atricapillus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5757304	5757304	Demetrias imperialis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
11100480	11100480	Demetrias monostigma	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1228061	1228061	Dendroctonus micans	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae
1733484	1733484	Dendrolimus pini	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae
2169369	2169369	Dendryphantes rudis	Animalia	Arthropoda	Arachnida	Araneae	Salticidae
4428881	4428881	Denticollis linearis	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae
4534408	4534408	Denticucullus pygmina	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4488819	4488819	Deraeocoris annulipes	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
4488821	4488821	Deraeocoris flavilinea	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
4488801	4488801	Deraeocoris lutescens	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
2009456	2009456	Deraeocoris olivaceus	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
2009435	2009435	Deraeocoris ruber	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
9756094	9756094	Deraeocoris scutellaris	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
4488827	4488827	Deraeocoris trifasciatus	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
4489029	4489029	Derephysia foliacea	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
4489035	4489035	Derephysia sinuatocollis	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
4462108	4462108	Derocrepis rufipes	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae
4474987	4474987	Diachromus germanus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1785888	1785888	Diachrysia chrysitis	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1785887	1785887	Diachrysia chryson	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4532544	4532544	Diacrisia sannio	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae
2165401	2165401	Diaea dorsata	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae
5750461	5750461	Diaperis boleti	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae
6097214	6097214	Diaphora mendica	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae
1607645	1607645	Diaphorus nigricans	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1607679	1607679	Diaphorus oculatus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
4533431	4533431	Diarsia brunnea	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4533444	4533444	Diarsia dahlii	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4533433	4533433	Diarsia mendica	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4533446	4533446	Diarsia rubi	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4532297	4532297	Dicallomera fascelina	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae
4308789	4308789	Dicheirotrichus gustavii	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4308790	4308790	Dicheirotrichus obsoletus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4475761	4475761	Dicheirotrichus placidus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1775152	1775152	Dichonia aprilina	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4487661	4487661	Dichrooscytus intermedius	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
2009151	2009151	Dichrooscytus rufipennis	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
4391703	4391703	Dicranocephalus agilis	Animalia	Arthropoda	Insecta	Hemiptera	Stenocephalidae
5758706	5758706	Dicranocephalus medius	Animalia	Arthropoda	Insecta	Hemiptera	Stenocephalidae
4553430	4553430	Dicranopalpus ramosus	Animalia	Arthropoda	Arachnida	Opiliones	Phalangiidae
2055185	2055185	Dicranotropis hamata	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae
6201790	6201790	Dicranura ulmi	Animalia	Arthropoda	Insecta	Lepidoptera	Notodontidae
4488946	4488946	Dictyla convergens	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
2020607	2020607	Dictyla echii	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
4488939	4488939	Dictyla humuli	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
2144971	2144971	Dictyna arundinacea	Animalia	Arthropoda	Arachnida	Araneae	Dictynidae
2144854	2144854	Dictyna pusilla	Animalia	Arthropoda	Arachnida	Araneae	Dictynidae
2144975	2144975	Dictyna uncinata	Animalia	Arthropoda	Arachnida	Araneae	Dictynidae
2020733	2020733	Dictyonota fuliginosa	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
2020734	2020734	Dictyonota strichnocera	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
2020732	2020732	Dictyonota tricornis	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
1765954	1765954	Dicycla oo	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
2137898	2137898	Dicymbium nigrum	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
2137903	2137903	Dicymbium tibiale	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
6096739	6096739	Dicyphus annulatus	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
6096738	6096738	Dicyphus epilobii	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
6096743	6096743	Dicyphus errans	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
6096742	6096742	Dicyphus globulifer	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
2009281	2009281	Dicyphus pallicornis	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
2009275	2009275	Dicyphus pallidus	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
6096740	6096740	Dicyphus stachydis	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
4515504	4515504	Didysmachus picipes	Animalia	Arthropoda	Insecta	Diptera	Asilidae
2048431	2048431	Dikraneura variata	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
1777253	1777253	Diloba caeruleocephala	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5874749	5874749	Dinaraea aequata	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae
1129494	1129494	Dinoptera collaris	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae
1656376	1656376	Dioctria atricapilla	Animalia	Arthropoda	Insecta	Diptera	Asilidae
1656337	1656337	Dioctria bicincta	Animalia	Arthropoda	Insecta	Diptera	Asilidae
1656464	1656464	Dioctria cothurnata	Animalia	Arthropoda	Insecta	Diptera	Asilidae
8373618	8373618	Dioctria hyalipennis	Animalia	Arthropoda	Insecta	Diptera	Asilidae
1656449	1656449	Dioctria lateralis	Animalia	Arthropoda	Insecta	Diptera	Asilidae
8129681	8129681	Dioctria linearis	Animalia	Arthropoda	Insecta	Diptera	Asilidae
1656438	1656438	Dioctria oelandica	Animalia	Arthropoda	Insecta	Diptera	Asilidae
9064239	9064239	Dioctria rufipes	Animalia	Arthropoda	Insecta	Diptera	Asilidae
6096894	6096894	Diodontus minutus	Animalia	Arthropoda	Insecta	Hymenoptera	Crabronidae
6096896	6096896	Diodontus tristis	Animalia	Arthropoda	Insecta	Hymenoptera	Crabronidae
5025857	5025857	Diplazon laetatorius	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae
2137834	2137834	Diplocephalus cristatus	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
2137859	2137859	Diplocephalus latifrons	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
2137822	2137822	Diplocephalus picinus	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
4453324	4453324	Diplocoelus fagi	Animalia	Arthropoda	Insecta	Coleoptera	Biphyllidae
2134314	2134314	Diplostyla concolor	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
2156452	2156452	Dipoena melanogaster	Animalia	Arthropoda	Arachnida	Araneae	Theridiidae
8703749	8703749	Dipogon bifasciatus	Animalia	Arthropoda	Insecta	Hymenoptera	Pompilidae
5762550	5762550	Dipogon subintermedius	Animalia	Arthropoda	Insecta	Hymenoptera	Pompilidae
1330614	1330614	Discoelius dufourii	Animalia	Arthropoda	Insecta	Hymenoptera	Vespidae
1330617	1330617	Discoelius zonalis	Animalia	Arthropoda	Insecta	Hymenoptera	Vespidae
2134165	2134165	Dismodicus bifrons	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
2134166	2134166	Dismodicus elevatus	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
5157000	5157000	Ditropis pteridis	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae
1609435	1609435	Dolichophorus kerteszi	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605004	1605004	Dolichopus acuticornis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605496	1605496	Dolichopus agilis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605277	1605277	Dolichopus apicalis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605177	1605177	Dolichopus argyrotarsus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605172	1605172	Dolichopus atratus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605156	1605156	Dolichopus atripes	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605144	1605144	Dolichopus atritibialis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605151	1605151	Dolichopus brevipennis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605678	1605678	Dolichopus calinotus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605655	1605655	Dolichopus campestris	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605624	1605624	Dolichopus cilifemoratus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605569	1605569	Dolichopus claviger	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605556	1605556	Dolichopus clavipes	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605179	1605179	Dolichopus diadema	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605265	1605265	Dolichopus eurypterus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605256	1605256	Dolichopus excisus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605246	1605246	Dolichopus festivus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605006	1605006	Dolichopus griseipennis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605511	1605511	Dolichopus laticola	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605435	1605435	Dolichopus latilimbatus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605683	1605683	Dolichopus latipennis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605418	1605418	Dolichopus lepidus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605355	1605355	Dolichopus linearis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605333	1605333	Dolichopus lineatocornis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605403	1605403	Dolichopus longicornis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605117	1605117	Dolichopus longitarsis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605038	1605038	Dolichopus metallica	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605362	1605362	Dolichopus migrans	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605091	1605091	Dolichopus nigricornis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605160	1605160	Dolichopus nimbatus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605601	1605601	Dolichopus nitidus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605635	1605635	Dolichopus notatus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
4518012	4518012	Dolichopus nubilus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605045	1605045	Dolichopus pennatus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605085	1605085	Dolichopus picipes	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605324	1605324	Dolichopus planitarsis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
8419922	8419922	Dolichopus plumipes	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605149	1605149	Dolichopus polleti	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605021	1605021	Dolichopus popularis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605121	1605121	Dolichopus propinquus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605647	1605647	Dolichopus rupestris	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605036	1605036	Dolichopus sabinus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605424	1605424	Dolichopus signatus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605661	1605661	Dolichopus signifer	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605540	1605540	Dolichopus simplex	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605689	1605689	Dolichopus spretus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605100	1605100	Dolichopus strigipes	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605188	1605188	Dolichopus subpennatus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605258	1605258	Dolichopus tanythrix	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605608	1605608	Dolichopus ungulatus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605495	1605495	Dolichopus virgultorum	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605546	1605546	Dolichopus wahlbergi	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
5716418	5716418	Dolichosoma lineare	Animalia	Arthropoda	Insecta	Coleoptera	Melyridae
1311838	1311838	Dolichovespula media	Animalia	Arthropoda	Insecta	Hymenoptera	Vespidae
1311805	1311805	Dolichovespula saxonica	Animalia	Arthropoda	Insecta	Hymenoptera	Vespidae
1311798	1311798	Dolichovespula sylvestris	Animalia	Arthropoda	Insecta	Hymenoptera	Vespidae
5755454	5755454	Dolichus halensis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
2150955	2150955	Dolomedes fimbriatus	Animalia	Arthropoda	Arachnida	Araneae	Pisauridae
4485824	4485824	Dolycoris baccarum	Animalia	Arthropoda	Insecta	Hemiptera	Pentatomidae
9375739	9375739	Donus zoilus	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae
2033974	2033974	Doratura exilis	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
2033963	2033963	Doratura homophyla	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
2033968	2033968	Doratura impudica	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
4483016	4483016	Doratura stylata	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
4406799	4406799	Dorcatoma chrysomelina	Animalia	Arthropoda	Insecta	Coleoptera	Ptinidae
8098079	8098079	Dorcatoma dresdensis	Animalia	Arthropoda	Insecta	Coleoptera	Ptinidae
4427147	4427147	Dorcatoma flavicornis	Animalia	Arthropoda	Insecta	Coleoptera	Ptinidae
4427163	4427163	Dorcatoma robusta	Animalia	Arthropoda	Insecta	Coleoptera	Ptinidae
4406791	4406791	Dorcatoma setosella	Animalia	Arthropoda	Insecta	Coleoptera	Ptinidae
5743112	5743112	Dorcus parallelipipedus	Animalia	Arthropoda	Insecta	Coleoptera	Lucanidae
1215181	1215181	Dorytomus dejeani	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae
4468901	4468901	Dorytomus longimanus	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae
2138383	2138383	Drapetisca socialis	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
2132317	2132317	Drassodes cupreus	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae
2132150	2132150	Drassodes lapidosus	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae
2132216	2132216	Drassodes pubescens	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae
2133021	2133021	Drassyllus lutetianus	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae
2133019	2133019	Drassyllus praeficus	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae
2133054	2133054	Drassyllus pusillus	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae
5143147	5143147	Drepana curvatula	Animalia	Arthropoda	Insecta	Lepidoptera	Drepanidae
5143129	5143129	Drepana falcataria	Animalia	Arthropoda	Insecta	Lepidoptera	Drepanidae
4431006	4431006	Drilus concolor	Animalia	Arthropoda	Insecta	Coleoptera	Drilidae
4431098	4431098	Dromaeolus barnabita	Animalia	Arthropoda	Insecta	Coleoptera	Eucnemidae
5757207	5757207	Dromius agilis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5757192	5757192	Dromius angustus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5757210	5757210	Dromius fenestratus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5757211	5757211	Dromius meridionalis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5757205	5757205	Dromius quadrimaculatus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4492883	4492883	Dryinus collaris	Animalia	Arthropoda	Insecta	Hymenoptera	Dryinidae
8397564	8397564	Drymonia dodonaea	Animalia	Arthropoda	Insecta	Lepidoptera	Notodontidae
5118904	5118904	Drymonia obliterata	Animalia	Arthropoda	Insecta	Lepidoptera	Notodontidae
7937573	7937573	Drymonia querna	Animalia	Arthropoda	Insecta	Lepidoptera	Notodontidae
5118892	5118892	Drymonia ruficornis	Animalia	Arthropoda	Insecta	Lepidoptera	Notodontidae
7624468	7624468	Drymonia velitaris	Animalia	Arthropoda	Insecta	Lepidoptera	Notodontidae
4486546	4486546	Drymus brunneus	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae
4486556	4486556	Drymus latus	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae
4486551	4486551	Drymus ryeii	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae
